bioId,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,deathDate,avg_weight
hodgesa01w,F-G,0,0,69.0,159.91,New Orleans,,1962-07-31,0000-00-00,159.91
hoffmeb01w,F,0,0,74.0,215,USC,,1982-08-27,0000-00-00,174.02
holdsch01w,F,0,0,74.0,172,Tennessee,,1977-08-09,0000-00-00,174.02
hollake01w,G,0,0,68.0,129,Georgia,,1974-11-05,0000-00-00,148.05
holliqu01w,C,0,0,77.0,201,Virginia Commonwealth,,1988-11-15,0000-00-00,196.98
holmejo01w,F,0,0,70.0,150,Purdue,,1969-03-31,0000-00-00,174.02
holmese01w,G-F,0,0,73.0,155,UNLV,,1986-06-13,0000-00-00,163.76
holtam01w,F,0,0,72.0,168,Middle Tennessee State,,1985-06-07,0000-00-00,174.02
hopeky01w,C,0,0,74.0,165,Miami (FL),,1977-11-23,0000-00-00,196.98
hopsosu01w,F-C,0,0,74.0,175,Mars Hill,,1974-06-21,0000-00-00,184.8
hornbal01w,G,0,0,71.0,155,Tennessee,,1985-10-16,0000-00-00,148.05
houstch01w,F,0,0,72.0,189,Connecticut,,1986-04-10,0000-00-00,174.02
houtsas01w,G,0,0,66.0,140,Georgia,,1987-12-31,0000-00-00,148.05
howarje01w,G,0,0,66.0,130,North Carolina State,,1975-01-21,0000-00-00,148.05
howarme01w,G,0,0,69.0,145,SW Missouri State,,1972-04-02,0000-00-00,148.05
hudsopa01w,F,0,0,71.0,139,Northwestern State,,1968-09-19,0000-00-00,174.02
humphta01w,C,0,0,75.0,190,Georgia,,1985-12-29,0000-00-00,196.98
ibekwif01w,F,0,0,74.0,174.02,Arizona,,1989-10-05,0000-00-00,174.02
irvinsa01w,F,0,0,75.0,185,Texas Christian,,1982-02-23,0000-00-00,174.02
ivanyda01w,G,0,0,70.0,135,Florida International,,1976-03-18,0000-00-00,148.05
iveyni01w,G,0,0,67.0,149,Notre Dame,,1977-09-24,0000-00-00,148.05
jacksan01w,C,0,0,76.0,205,Texas,,1976-03-30,0000-00-00,196.98
jacksde01w,F,0,0,74.0,155,Alabama-Birmingham,,1979-12-15,0000-00-00,174.02
jacksgw01w,F,0,0,75.0,182,Tennessee,,1980-10-23,0000-00-00,174.02
jacksla01w,F-C,0,0,77.0,187,,,1981-05-11,0000-00-00,184.8
jacksta01w,F-C,0,0,75.0,179,Florida,,1962-12-03,0000-00-00,184.8
jacksta02w,G,0,0,66.0,118,Louisiana Tech,,1978-04-22,0000-00-00,148.05
jacksti01w,F,0,0,71.0,148,Iowa,,1972-04-21,0000-00-00,174.02
jacksti02w,F,0,0,75.0,185,Texas,,1985-04-26,0000-00-00,174.02
jacobam01w,G,0,0,68.0,152,Boston College,,1982-06-29,0000-00-00,148.05
jacobje01w,G,0,0,68.0,130,Purdue,,1973-02-20,0000-00-00,148.05
jamesta01w,F,0,0,69.0,158,Miami (FL),,1984-06-13,0000-00-00,174.02
januabr01w,G,0,0,68.0,144,Arizona State,,1987-01-11,0000-00-00,148.05
jekaban01w,G,0,0,69.0,180,,,1983-08-12,0000-00-00,148.05
joensca01w,G-F,0,0,71.0,165,George Washington,,1981-02-12,0000-00-00,163.76
johnsad01w,G,0,0,70.0,154,Ohio State,,1974-02-05,0000-00-00,148.05
johnsch01w,C,0,0,75.0,185,Wisconsin-Green Bay,,1981-03-19,0000-00-00,196.98
johnsda01w,C,0,0,74.0,197,Tennessee,,1973-02-19,0000-00-00,196.98
johnsgl01w,F,0,0,75.0,170,Tennessee,,1990-07-27,0000-00-00,174.02
johnsja01w,F,0,0,72.0,201,Kansas,,1979-03-16,0000-00-00,174.02
johnsla01w,F,0,0,73.0,150,Memphis,,1975-08-17,0000-00-00,174.02
johnsle01w,F,0,0,74.0,220,Western Kentucky,,1975-01-12,0000-00-00,174.02
johnsni01w,G,0,0,69.0,146,Alabama,,1973-02-07,0000-00-00,148.05
johnspo01w,C,0,0,75.0,165,Michigan,,1975-11-06,0000-00-00,196.98
johnssh01w,G,0,0,67.0,152,South Carolina,,1974-08-18,0000-00-00,148.05
johnssh02w,G,0,0,71.0,148.05,Miami,,1990-12-08,0000-00-00,148.05
johnste01w,G,0,0,63.0,132,Louisiana State,,1982-09-06,0000-00-00,148.05
johnsti01w,C,0,0,76.0,240,Tennessee,,1975-12-27,0000-00-00,196.98
johnsvi01w,G-F,0,0,69.0,150,Louisiana Tech,,1972-04-15,0000-00-00,163.76
jollyke01w,G,0,0,69.0,148,Tennessee,,1977-05-03,0000-00-00,148.05
jonesas01w,F,0,0,74.0,196,Connecticut,,1980-08-01,0000-00-00,174.02
jonesch01w,G-F,0,0,69.0,150,Houston,,1982-03-25,0000-00-00,163.76
jonesja01w,G,0,0,69.0,158,UNC Charlotte,,1978-09-13,0000-00-00,148.05
jonesla01w,G,0,0,73.0,180,Ohio State,,1977-07-24,0000-00-00,148.05
jonesma01w,G,0,0,70.0,150,North Carolina,,1975-10-12,0000-00-00,148.05
jonesme01w,G,0,0,69.0,147,Florida,,1973-07-21,0000-00-00,148.05
jordapa01w,C,0,0,75.0,205,UNLV,,1968-04-27,0000-00-00,196.98
joyneja01w,F,0,0,70.0,154,UCLA,,1962-03-03,0000-00-00,174.02
kaplaan01w,C,0,0,77.0,180,Stanford,,1973-04-22,0000-00-00,196.98
kausaan01w,F,0,0,72.0,155,Emporia State,,1970-11-30,0000-00-00,174.02
kellycr01w,F,0,0,74.0,190,Western Kentucky,,1986-09-15,0000-00-00,174.02
kingbsu01w,G,0,0,67.0,135,Stanford,,1981-07-27,0000-00-00,148.05
kingija01w,G,0,0,68.0,150,,,1976-01-20,0000-00-00,148.05
kizerly01w,F-C,0,0,76.0,215,Maryland,,1990-04-04,0000-00-00,184.8
klimezu01w,F,0,0,74.0,181,Vanderbilt,,1979-01-21,0000-00-00,174.02
kobryew01w,F-C,0,0,75.0,210,,,1982-05-07,0000-00-00,184.8
koehnla01w,G,0,0,68.0,145,Kansas State,,1982-05-13,0000-00-00,148.05
korstil01w,G,0,0,70.0,160,,,1980-05-30,0000-00-00,148.05
kossgr01w,F,0,0,73.0,145,Montana,,1974-06-12,0000-00-00,174.02
kostaan01w,G,0,0,67.0,137,,,1978-03-26,0000-00-00,148.05
kostita01w,F,0,0,73.0,163,Oregon State,,1972-11-10,0000-00-00,174.02
kraayca01w,F,0,0,76.0,180,Oregon,,1981-09-30,0000-00-00,174.02
kubikni01w,G,0,0,69.0,145,Nebraska,,1978-03-01,0000-00-00,148.05
kukloan01w,G,0,0,72.0,150,,,1971-07-16,0000-00-00,148.05
laceyal01w,G,0,0,72.0,159,Iowa State,,1987-12-26,0000-00-00,148.05
lacyje01w,F,0,0,75.0,175,Pepperdine,,1983-03-21,0000-00-00,174.02
lacyna01w,G,0,0,70.0,165,UTEP (sr),Texas Christian (fr-jr),1985-07-08,0000-00-00,148.05
lacyve01w,C,0,0,76.0,234,Louisiana Tech,,1967-02-09,0000-00-00,196.98
lambesh01w,G,0,0,67.0,125,Baylor,Grayson County (JC),1980-07-21,0000-00-00,148.05
lambmo01w,C,0,0,77.0,206,USC,,1964-10-11,0000-00-00,196.98
langeme01w,F-C,0,0,78.0,205,UNLV,,1969-04-28,0000-00-00,184.8
langhcr01w,F-C,0,0,74.0,184,Maryland,,1986-10-27,0000-00-00,184.8
langja01w,F,0,0,72.0,185,Colorado,,1972-06-23,0000-00-00,174.02
larakr01w,G,0,0,68.0,130,,,1969-09-30,0000-00-00,148.05
larkier01w,F,0,0,73.0,210,North Carolina,,1986-04-02,0000-00-00,174.02
lassiam01w,F,0,0,73.0,160,Missouri,,1979-06-09,0000-00-00,174.02
lattaiv01w,G,0,0,66.0,143,North Carolina,,1984-09-24,0000-00-00,148.05
lavenja01w,C,0,0,76.0,185,Ohio State,,1988-11-12,0000-00-00,196.98
lawsoed01w,G,0,0,66.0,130,,,1979-05-14,0000-00-00,148.05
lawsoka01w,G,0,0,69.0,165,Tennessee,,1981-02-14,0000-00-00,148.05
lazicka01w,F-C,0,0,70.0,147,,,1980-05-25,0000-00-00,184.8
lehnish01w,G,0,0,69.0,147,Kansas State,,1986-10-27,0000-00-00,148.05
lennobe01w,G,0,0,68.0,143,Louisiana Tech,,1976-12-04,0000-00-00,148.05
leslili01w,C,0,0,77.0,170,USC,,1972-07-07,0000-00-00,196.98
leuchye01w,C,0,0,77.0,195,West Virginia,,1983-04-30,0000-00-00,196.98
levanni01w,G,0,0,68.0,163,Xavier,,1979-05-17,0000-00-00,148.05
levesni01w,G,0,0,63.0,115,Wake Forest,,1972-04-11,0000-00-00,148.05
lewista01w,F-C,0,0,74.0,212,Louisiana Tech,,1979-07-10,0000-00-00,184.8
lewisty01w,G,0,0,70.0,152,North Carolina State,,1979-05-08,0000-00-00,148.05
liebena01w,G,0,0,70.0,150,Old Dominion,,1958-07-01,0000-00-00,148.05
lilleta01w,G,0,0,66.0,130,Oregon,,1988-02-29,0000-00-00,148.05
listr01w,G-F,0,0,70.0,163.76,Providence,,0000-00-00,0000-00-00,163.76
littlca01w,F,0,0,74.0,180,North Carolina,,1985-01-18,0000-00-00,174.02
lloydan01w,F,0,0,74.0,175,Texas,,1965-02-09,0000-00-00,174.02
lobore01w,F,0,0,76.0,190,Connecticut,,1973-10-06,0000-00-00,174.02
lovelst01w,F,0,0,76.0,170,Purdue,,1974-12-05,0000-00-00,174.02
luckepa01w,F,0,0,73.0,165,Houston,,1975-05-14,0000-00-00,174.02
luzhe01w,G,0,0,68.0,144,,,1972-11-23,0000-00-00,148.05
lyttlsa01w,F,0,0,76.0,175,Houston,,1983-09-20,0000-00-00,174.02
mabikmw01w,G-F,0,0,71.0,165,,,1976-07-27,0000-00-00,163.76
macchla01w,F,0,0,73.0,169,,,1979-05-24,0000-00-00,174.02
machacl01w,C-F,0,0,77.0,180,Old Dominion,,1976-10-04,0000-00-00,191.11
mahonme01w,F,0,0,72.0,160,Kansas State,,1983-02-13,0000-00-00,174.02
mahonsh01w,F,0,0,76.0,178,Western Kentucky,,1977-07-03,0000-00-00,174.02
maigaha01w,G-F,0,0,73.0,160,Old Dominion,,1978-04-25,0000-00-00,163.76
malcona01w,F,0,0,73.0,170,Providence,,1975-11-27,0000-00-00,174.02
malloam01w,G,0,0,64.0,148,St. Joseph's,,1970-04-21,0000-00-00,148.05
malloso01w,C,0,0,77.0,210,Georgia Tech,,1981-09-02,0000-00-00,196.98
maltsev01w,G,0,0,71.0,165,,,1978-12-20,0000-00-00,148.05
mannish01w,F-C,0,0,75.0,186,North Carolina State,,1969-03-20,0000-00-00,184.8
mannkr01w,F,0,0,73.0,185,UC Santa Barbara,,1983-08-10,0000-00-00,174.02
mapprh01w,C,0,0,74.0,190,North Carolina State,,1969-10-13,0000-00-00,196.98
marcimi01w,G,0,0,70.0,154,Tennessee,,1973-10-29,0000-00-00,148.05
margiga01w,F,0,0,73.0,164,Drexel,,1987-02-12,0000-00-00,174.02
martima01w,F,0,0,76.0,172,UCLA,,1978-04-17,0000-00-00,174.02
martinu01w,G,0,0,69.0,167,,,1984-02-29,0000-00-00,148.05
mascira01w,F,0,0,72.0,169,,,1980-09-30,0000-00-00,174.02
maslemi01w,F,0,0,74.0,170,Penn State,,1974-10-10,0000-00-00,174.02
matteca01w,G,0,0,69.0,167,Ohio State,,1982-08-22,0000-00-00,148.05
matteka01w,C,0,0,80.0,240,Liberty,,1982-11-17,0000-00-00,196.98
maxwean01w,F,0,0,71.0,186,New Mexico State,,1974-04-07,0000-00-00,174.02
maxwemo01w,F,0,0,69.0,162,Louisiana Tech,,1976-12-21,0000-00-00,174.02
maytuet01w,F,0,0,72.0,174.02,Oklahoma,,1973-04-28,0000-00-00,174.02
mazzake01w,G,0,0,72.0,155,Penn State,,1982-02-02,0000-00-00,148.05
mccaibr01w,G,0,0,63.0,135,Florida,,1979-09-21,0000-00-00,148.05
mccaiti01w,G-F,0,0,70.0,167,Kentucky,,1976-10-06,0000-00-00,163.76
mccanra01w,F,0,0,73.0,161,North Carolina,,1986-11-17,0000-00-00,174.02
mccarja01w,C,0,0,74.0,205,Minnesota,,1982-11-03,0000-00-00,196.98
mccarjo01w,G,0,0,67.0,130,Illinois-Chicago,,1974-10-26,0000-00-00,148.05
mccarst01w,G-F,0,0,69.0,155,Purdue,,1977-06-20,0000-00-00,163.76
mcclaka01w,F-C,0,0,74.0,180,Georgia,,1965-09-19,0000-00-00,184.8
mcconsu01w,G,0,0,65.0,125,Penn State,,1966-07-29,0000-00-00,148.05
mccouan01w,F,0,0,73.0,160,Louisville,,1986-09-10,0000-00-00,174.02
mccrada01w,G-F,0,0,71.0,170,Kansas,,1987-10-08,0000-00-00,163.76
mccrani01w,G,0,0,71.0,158,Tennessee,,1971-12-11,0000-00-00,148.05
mccrini01w,G,0,0,68.0,125,USC,,1972-03-22,0000-00-00,148.05
mcculda01w,F-C,0,0,75.0,180,Western Kentucky,,1975-01-18,0000-00-00,184.8
mcgeepa01w,C-F,0,0,75.0,200,USC,,1962-12-01,0000-00-00,191.11
mcgheca01w,F-C,0,0,73.0,179,Tennessee,,1968-03-06,0000-00-00,184.8
mckivte01w,C-F,0,0,75.0,220,Tulane,,1980-10-05,0000-00-00,191.11
mcwilta01w,F-C,0,0,74.0,188,St. Edwards,,1970-10-20,0000-00-00,184.8
melvich01w,C-F,0,0,75.0,185,North Carolina State,,1976-05-03,0000-00-00,191.11
mendigi01w,G,0,0,71.0,174,Washington,,1982-01-09,0000-00-00,148.05
miaomi01w,G,0,0,71.0,153,,,1981-06-03,0000-00-00,148.05
millebr01w,C,0,0,76.0,196.98,Florida State,,1987-08-10,0000-00-00,196.98
milleco01w,G,0,0,69.0,140,Georgia,,1978-09-06,0000-00-00,148.05
milleke01w,G,0,0,70.0,140,Georgia,,1978-09-06,0000-00-00,148.05
millsta01w,C,0,0,75.0,232,Alabama,,1976-02-29,0000-00-00,196.98
miltode01w,F,0,0,73.0,185,Florida,,1974-09-11,0000-00-00,174.02
mitchle01w,G,0,0,65.0,130,Utah,,1985-06-15,0000-00-00,148.05
mizrali01w,G,0,0,67.0,130,Maryland,,1970-06-24,0000-00-00,148.05
moeggli01w,F,0,0,73.0,195,Michigan State,,1984-05-25,0000-00-00,174.02
moisead01w,G,0,0,66.0,140,,,1978-12-06,0000-00-00,148.05
mokanch01w,F,0,0,77.0,174.02,Mississippi State (jr-sr),Southeastern Illinois (fr-so),1988-10-13,0000-00-00,174.02
monroja01w,C,0,0,77.0,162,Florida State,,1988-09-04,0000-00-00,196.98
montaan01w,F,0,0,73.0,190,George Washington,,1980-10-24,0000-00-00,174.02
montgal01w,G-F,0,0,73.0,185,Georgia Tech,,1988-11-12,0000-00-00,163.76
montgre01w,G,0,0,67.0,139,Connecticut,,1986-12-02,0000-00-00,148.05
mooreja01w,C,0,0,73.0,207,Long Beach State,,1979-11-06,0000-00-00,196.98
mooreje01w,F-C,0,0,75.0,175,Connecticut,,1982-07-09,0000-00-00,184.8
moorelo01w,G,0,0,69.0,165,Tennessee,,1983-03-21,0000-00-00,148.05
moorema01w,F,0,0,72.0,175,Connecticut,,1989-06-11,0000-00-00,174.02
moorena01w,G,0,0,70.0,145,Alabama,,1984-11-04,0000-00-00,148.05
moorepe01w,F,0,0,72.0,135,Long Beach State,,1969-01-25,0000-00-00,174.02
mooreta01w,G-F,0,0,71.0,167,Wisconsin,,1980-04-11,0000-00-00,163.76
mooreyo01w,F,0,0,72.0,174,Mississippi,,1974-07-01,0000-00-00,174.02
moosca01w,F-C,0,0,78.0,182,Stanford,,1978-05-23,0000-00-00,184.8
morehmo01w,F-C,0,0,75.0,175,Auburn,,1974-01-18,0000-00-00,184.8
morgale01w,F,0,0,73.0,174.02,Francis Marion,,1969-11-01,0000-00-00,174.02
morrije01w,G,0,0,69.0,146,San Diego State,,1987-07-21,0000-00-00,148.05
morrila01w,F,0,0,73.0,160,Auburn,,1974-05-26,0000-00-00,174.02
morrizi01w,C,0,0,76.0,196.98,none,,1989-02-15,0000-00-00,196.98
mosbybe01w,F,0,0,73.0,172,Baylor,Florida,1984-02-14,0000-00-00,174.02
mosleju01w,F,0,0,73.0,170,Hawai'i,,1968-03-17,0000-00-00,174.02
moweje01w,C,0,0,77.0,236,Oregon,,1978-02-25,0000-00-00,196.98
mulitna01w,C,0,0,75.0,207,Stanford,,1976-03-06,0000-00-00,196.98
murphsh01w,G,0,0,71.0,164,USC,,1985-04-15,0000-00-00,148.05
nagyan01w,G,0,0,67.0,147,Florida International,,1971-11-16,0000-00-00,148.05
nanch01w,C,0,0,78.0,204,,,1983-01-06,0000-00-00,196.98
ndiayas01w,F-C,0,0,75.0,182,Southern Nazarene,,1973-11-05,0000-00-00,184.8
ndongem01w,C,0,0,74.0,170,,,1983-04-25,0000-00-00,196.98
nemcoev01w,F,0,0,74.0,178,,,1972-12-03,0000-00-00,174.02
neroja01w,F,0,0,71.0,180,Alabama-Birmingham,,1968-11-08,0000-00-00,174.02
nevescl01w,G,0,0,68.0,136,,,1975-02-17,0000-00-00,148.05
newtoch01w,G,0,0,71.0,154,Rutgers,,1983-02-17,0000-00-00,148.05
ngarsch01w,C,0,0,75.0,168,Missouri,,1983-06-23,0000-00-00,196.98
ngoyibe01w,C,0,0,76.0,195,,,1982-08-26,0000-00-00,196.98
nichoti01w,G,0,0,63.0,146,Penn State,,1973-09-27,0000-00-00,148.05
nieuwma01w,C,0,0,77.0,180,Valparaiso,,1980-04-12,0000-00-00,196.98
nikolmi01w,F,0,0,75.0,185,,,1971-07-04,0000-00-00,174.02
nnamach01w,G,0,0,72.0,156,Georgia Tech,,1985-06-15,0000-00-00,148.05
nolande01w,G-F,0,0,69.0,147,Georgia,,1979-08-25,0000-00-00,163.76
novosna01w,G,0,0,71.0,165,Notre Dame,,0000-00-00,0000-00-00,148.05
nygaava01w,F,0,0,73.0,166,Stanford,,1975-03-13,0000-00-00,174.02
ogayu01w,G,0,0,66.0,140,,,1982-10-17,0000-00-00,148.05
ogwumnn01w,F,0,0,74.0,174.02,Stanford,,1990-07-02,0000-00-00,174.02
oheaje01w,G-F,0,0,73.0,174,Australian Institute of Sport,,1987-06-06,0000-00-00,163.76
ohldeni01w,F-C,0,0,77.0,190,Kansas State,,1982-03-13,0000-00-00,184.8
olajuab01w,C,0,0,76.0,236,Oklahoma,,1988-07-06,0000-00-00,196.98
oneilkr01w,G-F,0,0,73.0,158,Washington,,1983-04-12,0000-00-00,163.76
orrki01w,G,0,0,66.0,141,Duke,,1975-09-16,0000-00-00,148.05
osburde01w,C,0,0,76.0,196.98,Oregon,,1972-02-11,0000-00-00,196.98
osipoir01w,C,0,0,77.0,190,,,1981-06-25,0000-00-00,196.98
owenhe01w,F,0,0,77.0,212,Stanford,,1976-05-06,0000-00-00,174.02
owenssh01w,C,0,0,74.0,175,Kentucky,,1978-05-16,0000-00-00,196.98
pageda01w,F,0,0,74.0,179,Nebraska,,1986-11-14,0000-00-00,174.02
pagemu01w,F,0,0,74.0,160,Florida,,1975-09-18,0000-00-00,174.02
paigeyo01w,G,0,0,66.0,147,West Virginia,,1983-09-18,0000-00-00,148.05
paliesa01w,G,0,0,67.0,159,,,1981-07-23,0000-00-00,148.05
palmewe01w,F,0,0,74.0,165,Virginia,,1974-08-12,0000-00-00,174.02
parisco01w,C,0,0,76.0,250,Oklahoma,,1987-09-21,0000-00-00,196.98
parkeca01w,F,0,0,76.0,175,Tennessee,,1986-04-19,0000-00-00,174.02
pascafl01w,C,0,0,76.0,187,,,1982-01-19,0000-00-00,196.98
paschti01w,F,0,0,73.0,165,Florida State,,1969-03-22,0000-00-00,174.02
pavlimi01w,F-C,0,0,75.0,175,Denver,,1977-11-27,0000-00-00,184.8
payeka01w,G,0,0,68.0,150,Stanford,,1974-03-06,0000-00-00,148.05
pederka01w,F,0,0,76.0,190,Stanford,,1989-04-04,0000-00-00,174.02
penicti01w,G,0,0,71.0,145,Old Dominion,,1974-09-18,0000-00-00,148.05
pennjo01w,F,0,0,72.0,160,South Carolina,,1979-09-10,0000-00-00,174.02
perazja01w,G-F,0,0,72.0,170,Maryland,,1960-12-06,0000-00-00,163.76
perkiji01w,G,0,0,68.0,155,Texas Tech,,1982-02-23,0000-00-00,148.05
perpeer01w,F-G,0,0,75.0,181,The Master's College,,1979-06-05,0000-00-00,159.91
perroki01w,G,0,0,65.0,130,SW Louisiana,,1967-01-18,1999-08-19,148.05
peterde01w,F,0,0,74.0,170,Notre Dame,,1989-10-08,0000-00-00,174.02
petroso01w,F,0,0,73.0,174.02,none,,1989-02-18,0000-00-00,174.02
pettibr01w,G,0,0,69.0,150,Florida,,1971-01-01,0000-00-00,148.05
philler01w,G,0,0,67.0,162,,,1985-05-19,0000-00-00,148.05
phillpo01w,F,0,0,74.0,173,Georgia,,1988-01-13,0000-00-00,174.02
phillta01w,F-C,0,0,74.0,200,Central Florida,,1969-03-06,0000-00-00,184.8
phillta02w,C,0,0,78.0,198,Xavier,,1989-01-24,0000-00-00,196.98
pierspl01w,F-C,0,0,74.0,181,Texas Tech,,1981-08-30,0000-00-00,184.8
plowdvi01w,F,0,0,72.0,174.02,Miami (FL),,1971-07-22,0000-00-00,174.02
pohleje01w,G,0,0,72.0,179,Stanford,,1989-05-02,0000-00-00,148.05
pollica01w,F,0,0,77.0,165,Texas,,1966-03-16,0000-00-00,174.02
pondeca01w,G,0,0,69.0,160,Rutgers,,1983-01-07,0000-00-00,148.05
potthan01w,F,0,0,73.0,191,Penn State,,1974-06-12,0000-00-00,174.02
powelel01w,G,0,0,68.0,150,Louisiana State,,1975-08-09,0000-00-00,148.05
powelni01w,F,0,0,74.0,175,Stanford,,1982-06-22,0000-00-00,174.02
prahasa01w,G,0,0,67.0,129,Ohio State,,1990-01-23,0000-00-00,148.05
pricear01w,G-F,0,0,69.0,133,Mississippi,,1985-04-03,0000-00-00,163.76
pricefr01w,G,0,0,69.0,178,Iowa,,1968-04-28,0000-00-00,148.05
priceka01w,G,0,0,70.0,148,Stephen F. Austin,,1975-12-03,1999-01-18,148.05
pridely01w,F-G,0,0,74.0,180,Kansas,,1978-10-16,0000-00-00,159.91
princep01w,G,0,0,69.0,167,Rutgers,,1988-01-11,0000-00-00,148.05
pringla01w,F-C,0,0,75.0,162,North Carolina,,1986-09-11,0000-00-00,184.8
queenbr01w,F,0,0,74.0,185,Boston College,,1984-04-10,0000-00-00,174.02
quiglal01w,G,0,0,70.0,140,DePaul,,1986-06-20,0000-00-00,148.05
quinnno01w,G,0,0,72.0,175,UCLA,,1985-01-03,0000-00-00,148.05
quinnte01w,F,0,0,76.0,165,Seton Hall,,1974-09-07,0000-00-00,174.02
radunha01w,C,0,0,75.0,187,,,1978-01-10,0000-00-00,196.98
raglafe01w,G,0,0,67.0,133,Oregon State,,1980-02-03,0000-00-00,148.05
randase01w,G,0,0,69.0,164,Tennessee,,1979-02-07,0000-00-00,148.05
rasmukr01w,F,0,0,76.0,174,Michigan State,,1978-11-01,0000-00-00,174.02
ravenbr01w,G,0,0,72.0,162,Texas,,1988-08-01,0000-00-00,148.05
raymost01w,G,0,0,65.0,139,Northern Illinois,,1985-01-15,0000-00-00,148.05
raymota01w,F,0,0,74.0,195,Connecticut,,1980-04-12,0000-00-00,174.02
reddja01w,F,0,0,73.0,164,Washington,,1977-11-05,0000-00-00,174.02
redmoka01w,G-F,0,0,73.0,163.76,Gonzaga,Washington,1988-10-11,0000-00-00,163.76
reedbr01w,F,0,0,73.0,168,Southern Mississippi,,1977-02-17,0000-00-00,174.02
reedch01w,F,0,0,73.0,165,Arkansas-Little Rock,,1989-03-28,0000-00-00,174.02
reedmi01w,G,0,0,71.0,165,Western Kentucky,,1973-05-24,0000-00-00,148.05
reidtr01w,F,0,0,71.0,150,North Carolina,,1976-11-01,0000-00-00,174.02
reissta01w,G,0,0,66.0,129,Virginia,,1970-04-02,0000-00-00,148.05
resska01w,F,0,0,76.0,194,Boston College,,1985-06-26,0000-00-00,174.02
reynoch01w,F,0,0,74.0,180,Houston,,1972-02-08,0000-00-00,174.02
rileyan01w,G,0,0,65.0,136,Oklahoma State,,1988-07-22,0000-00-00,148.05
rileyru01w,C,0,0,77.0,198,Notre Dame,,1979-08-28,0000-00-00,196.98
rizzoje01w,G,0,0,66.0,146,Connecticut,,1974-05-15,0000-00-00,148.05
roberav01w,G,0,0,69.0,145,Ohio State,,1970-01-29,0000-00-00,148.05
roberny01w,C,0,0,75.0,209,Old Dominion,,1976-03-10,0000-00-00,196.98
robinas01w,C,0,0,76.0,180,Tennessee,,1982-08-12,0000-00-00,196.98
robincr01w,F-G,0,0,71.0,155,SE Oklahoma State,,1974-01-22,0000-00-00,159.91
robinda01w,G,0,0,69.0,125,Oklahoma,,1989-05-10,0000-00-00,148.05
robinre01w,G,0,0,71.0,166,Virginia,,1978-06-15,0000-00-00,148.05
robinsc01w,G,0,0,71.0,155,Louisiana State,,1983-01-09,0000-00-00,148.05
rolanja01w,G-F,0,0,73.0,167,Purdue,,1975-02-03,0000-00-00,163.76
rossad01w,G,0,0,68.0,142,Texas Christian,,1984-11-23,0000-00-00,148.05
rouilni01w,G,0,0,67.0,130,Loyola Marymount,,1970-01-23,0000-00-00,148.05
roundsa01w,G,0,0,67.0,145,Georgia,,1976-10-04,0000-00-00,148.05
ruffje01w,G-F,0,0,71.0,140,Washington State,,1974-09-12,0000-00-00,163.76
rushle01w,F,0,0,73.0,175,Oklahoma,,1984-10-25,0000-00-00,174.02
ryankr01w,F,0,0,71.0,150,Sacramento State,,1972-11-19,0000-00-00,174.02
rycraeu01w,C,0,0,75.0,175,Cal State Fullerton,,1968-12-06,0000-00-00,196.98
salesny01w,G-F,0,0,72.0,184,Connecticut,,1976-05-10,0000-00-00,163.76
sampsch01w,G,0,0,71.0,175,Kansas,,1974-09-01,0000-00-00,148.05
sampsto01w,G,0,0,70.0,148.05,North Carolina,,1972-03-02,0000-00-00,148.05
samsh01w,F-G,0,0,72.0,160,Vanderbilt,,1974-05-05,0000-00-00,159.91
sanchis01w,G,0,0,70.0,152,,,1976-11-28,0000-00-00,148.05
sandeam01w,G,0,0,71.0,156,Hawai'i,,1983-06-05,0000-00-00,148.05
sandish01w,G,0,0,72.0,145,,,1969-01-22,0000-00-00,148.05
sanfona01w,F-C,0,0,76.0,200,Kansas,,1976-05-10,0000-00-00,184.8
sanniol01w,C,0,0,74.0,196.98,West Virginia,,1986-08-21,0000-00-00,196.98
santoal01w,C,0,0,77.0,181,,,1973-12-02,0000-00-00,196.98
santoke01w,F,0,0,75.0,188,,,1979-11-10,0000-00-00,174.02
sarenra01w,C,0,0,78.0,222,,,1974-06-27,0000-00-00,196.98
sauerpa01w,C,0,0,76.0,203,Connecticut,,1977-12-08,0000-00-00,196.98
saundja01w,F,0,0,71.0,145,Texas A&M,,1979-08-21,0000-00-00,174.02
saureau01w,G,0,0,70.0,163,,,1976-10-31,0000-00-00,148.05
savasla01w,G,0,0,68.0,134,Washington,,1974-03-18,0000-00-00,148.05
schumke01w,C,0,0,77.0,183,Connecticut,,1977-10-14,0000-00-00,196.98
schwege01w,G-F,0,0,72.0,160,Duke,,1979-01-31,0000-00-00,163.76
scottol01w,C,0,0,74.0,175,Stanford,,1976-08-05,0000-00-00,196.98
scottra01w,F,0,0,75.0,169,Colorado,,1975-08-12,0000-00-00,174.02
shakiel01w,F-C,0,0,75.0,190,,,1970-06-02,0000-00-00,184.8
sharpkb01w,G,0,0,69.0,145,Cincinnati,,1981-04-18,0000-00-00,148.05
sheetsh01w,G,0,0,66.0,130,Colorado,,1975-08-15,0000-00-00,148.05
shegoch01w,C,0,0,77.0,196.98,North Carolina,,1990-02-22,0000-00-00,196.98
shielas01w,G,0,0,70.0,155,SW Tennessee CC,,1985-07-15,0000-00-00,148.05
